Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Home/img""))",Firefox 69.0,,,2019-12-04 01:38:16,2019-12-04 01:38:16,0.585s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:16,2019-12-04 01:38:17,0.618s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:17,2019-12-04 01:38:20,3.005s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-whatsapp my-float""))",Firefox 69.0,,,2019-12-04 01:38:20,2019-12-04 01:38:21,0.754s,PASSED
"click(findTestObject(""Object Repository/Page_Home/img""))",Firefox 69.0,,,2019-12-04 01:38:21,2019-12-04 01:38:21,0.564s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:21,2019-12-04 01:38:22,0.908s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:22,2019-12-04 01:38:25,3.008s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-envelope""))",Firefox 69.0,,,2019-12-04 01:38:25,2019-12-04 01:38:26,0.540s,PASSED
"click(findTestObject(""Object Repository/Page_Home/div_Copy share link_multiple_emails-container""))",Firefox 69.0,,,2019-12-04 01:38:26,2019-12-04 01:38:26,0.751s,PASSED
"click(findTestObject(""Object Repository/Page_Home/button_Cancel""))",Firefox 69.0,,,2019-12-04 01:38:26,2019-12-04 01:38:27,0.535s,PASSED
"click(findTestObject(""Page_Home/click 3 dots to share""))",Firefox 69.0,,,2019-12-04 01:38:27,2019-12-04 01:38:28,0.858s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:28,2019-12-04 01:38:28,0.543s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:28,2019-12-04 01:38:31,3.002s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-envelope""))",Firefox 69.0,,,2019-12-04 01:38:31,2019-12-04 01:38:32,0.533s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:38:32,2019-12-04 01:38:34,2.005s,PASSED
"click(findTestObject(""Object Repository/share profile SMN email/Page_Home/div_Copy share link_multiple_emails-container""))",Firefox 69.0,,,2019-12-04 01:38:34,2019-12-04 01:38:34,0.510s,PASSED
"setText(findTestObject(""Object Repository/share profile SMN email/Page_Home/input_Copy share link_multiple_emails-input text-left""), ""suraj.kumar@vuclip.com"")",Firefox 69.0,,,2019-12-04 01:38:34,2019-12-04 01:38:35,0.354s,PASSED
"click(findTestObject(""Object Repository/share profile SMN email/Page_Home/button_Share (1)""))",Firefox 69.0,,,2019-12-04 01:38:35,2019-12-04 01:38:35,0.585s,PASSED
"click(findTestObject(""Object Repository/share profile SMN email/Page_Home/a_OK (1)""))",Firefox 69.0,,,2019-12-04 01:38:35,2019-12-04 01:38:37,1.240s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:38:37,2019-12-04 01:38:39,2.415s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:38:39,2019-12-04 01:38:39,0.014s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:38:41,2019-12-04 01:38:41,0.000s,PASSED
,,,,,,,
Test Cases/New regression cases/SKip verification,Firefox 69.0,,,2019-12-04 01:38:41,2019-12-04 01:39:51,1m - 10.085s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:38:41,2019-12-04 01:38:41,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:38:42,2019-12-04 01:38:48,6.009s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:38:48,2019-12-04 01:38:55,7.054s,PASSED
"setText(findTestObject(""Object Repository/skip verification/Page_theworklife - Find Great People To Work With/input_Please enter username or email_username""), ""newsuraj10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:38:55,2019-12-04 01:38:55,0.643s,PASSED
"setText(findTestObject(""Object Repository/skip verification/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""newsuraj10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:38:55,2019-12-04 01:38:56,0.504s,PASSED
"setEncryptedText(findTestObject(""Object Repository/skip verification/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-04 01:38:56,2019-12-04 01:38:56,0.491s,PASSED
"click(findTestObject(""Object Repository/skip verification/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:38:56,2019-12-04 01:39:03,6.127s,PASSED
"click(findTestObject(""Object Repository/skip verification/Page_LinkedIn Username/button_Do it Later""))",Firefox 69.0,,,2019-12-04 01:39:03,2019-12-04 01:39:48,45.031s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:39:48,2019-12-04 01:39:49,1.555s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:39:51,2019-12-04 01:39:51,0.000s,PASSED
,,,,,,,
Test Cases/New regression cases/super moderator - delete review,Firefox 69.0,,,2019-12-04 01:39:51,2019-12-04 01:40:45,54.014s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:39:51,2019-12-04 01:39:51,0.001s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:39:52,2019-12-04 01:39:57,4.783s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:39:57,2019-12-04 01:40:04,7.059s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""twl.moderator2@thework.life"")",Firefox 69.0,,,2019-12-04 01:40:04,2019-12-04 01:40:04,0.613s,PASSED
"setEncryptedText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""8PaKxJY1Q9KyHtQHchZ+/brhRmpikEMj"")",Firefox 69.0,,,2019-12-04 01:40:04,2019-12-04 01:40:05,0.452s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:40:05,2019-12-04 01:40:14,9.122s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Home/a_pending actions""))",Firefox 69.0,,,2019-12-04 01:40:14,2019-12-04 01:40:18,3.699s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Moderate""))",Firefox 69.0,,,2019-12-04 01:40:18,2019-12-04 01:40:18,0.701s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:40:18,2019-12-04 01:40:19,0.649s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_Pending Actions/textarea_i donr fblkfllskhgkhsgkhgksg_txtRemark""), ""kgfjajkfsgjkflcbjksgfjsbvklbsjgjsbjbsjkgbvsjkbvjksbvjkbkjbvjksbvjkbsjkbvjskbvksbvksbvkbj"")",Firefox 69.0,,,2019-12-04 01:40:19,2019-12-04 01:40:19,0.510s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:40:19,2019-12-04 01:40:20,0.711s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:40:20,2019-12-04 01:40:22,2.018s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:40:22,2019-12-04 01:40:27,4.770s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:40:27,2019-12-04 01:40:34,7.158s,PASSED
"setText(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""supermoderator@thework.life"")",Firefox 69.0,,,2019-12-04 01:40:34,2019-12-04 01:40:35,0.636s,PASSED
"setEncryptedText(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""brzxOZY6Pq6zd6YtOOpJEg=="")",Firefox 69.0,,,2019-12-04 01:40:35,2019-12-04 01:40:35,0.448s,PASSED
"click(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:40:35,2019-12-04 01:40:38,2.505s,PASSED
"click(findTestObject(""Object Repository/supermodetor reveiw/Page_Report/button_Verify""))",Firefox 69.0,,,2019-12-04 01:40:38,2019-12-04 01:40:38,0.562s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:40:38,2019-12-04 01:40:40,2.003s,PASSED
"setText(findTestObject(""Object Repository/supermodetor reveiw/Page_Report/textarea_seems a flag so keeping it_txtRemark""), ""i think we should keep the review hwere klsfhklfhklf"")",Firefox 69.0,,,2019-12-04 01:40:40,2019-12-04 01:40:41,0.500s,PASSED
"click(findTestObject(""supermodetor reveiw/remove""))",Firefox 69.0,,,2019-12-04 01:40:41,2019-12-04 01:40:41,0.646s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:40:41,2019-12-04 01:40:43,1.808s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:40:43,2019-12-04 01:40:43,0.009s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:40:45,2019-12-04 01:40:45,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/super moderator -keep review,Firefox 69.0,,,2019-12-04 01:40:45,2019-12-04 01:41:41,55.360s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:40:45,2019-12-04 01:40:45,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:40:46,2019-12-04 01:40:51,5.213s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:40:51,2019-12-04 01:40:58,7.071s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""twl.moderator2@thework.life"")",Firefox 69.0,,,2019-12-04 01:40:58,2019-12-04 01:40:59,0.619s,PASSED
"setEncryptedText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""8PaKxJY1Q9KyHtQHchZ+/brhRmpikEMj"")",Firefox 69.0,,,2019-12-04 01:40:59,2019-12-04 01:40:59,0.520s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:40:59,2019-12-04 01:41:08,8.882s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Home/a_pending actions""))",Firefox 69.0,,,2019-12-04 01:41:08,2019-12-04 01:41:12,4.076s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Moderate""))",Firefox 69.0,,,2019-12-04 01:41:12,2019-12-04 01:41:13,0.727s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:41:13,2019-12-04 01:41:14,0.669s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_Pending Actions/textarea_i donr fblkfllskhgkhsgkhgksg_txtRemark""), ""kgfjajkfsgjkflcbjksgfjsbvklbsjgjsbjbsjkgbvsjkbvjksbvjkbkjbvjksbvjkbsjkbvjskbvksbvksbvkbj"")",Firefox 69.0,,,2019-12-04 01:41:14,2019-12-04 01:41:14,0.504s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:41:14,2019-12-04 01:41:15,0.692s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:41:15,2019-12-04 01:41:17,1.761s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:41:17,2019-12-04 01:41:22,5.240s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:41:22,2019-12-04 01:41:29,6.956s,PASSED
"setText(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""supermoderator@thework.life"")",Firefox 69.0,,,2019-12-04 01:41:29,2019-12-04 01:41:29,0.649s,PASSED
"setEncryptedText(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""brzxOZY6Pq6zd6YtOOpJEg=="")",Firefox 69.0,,,2019-12-04 01:41:29,2019-12-04 01:41:30,0.383s,PASSED
"click(findTestObject(""Object Repository/supermodetor reveiw/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:41:30,2019-12-04 01:41:32,2.202s,PASSED
"click(findTestObject(""Object Repository/supermodetor reveiw/Page_Report/button_Verify""))",Firefox 69.0,,,2019-12-04 01:41:32,2019-12-04 01:41:33,0.608s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:41:33,2019-12-04 01:41:36,3.007s,PASSED
"setText(findTestObject(""Object Repository/supermodetor reveiw/Page_Report/textarea_seems a flag so keeping it_txtRemark""), ""i think we should keep the review hwere klsfhklfhklf"")",Firefox 69.0,,,2019-12-04 01:41:36,2019-12-04 01:41:36,0.494s,PASSED
"click(findTestObject(""Object Repository/supermodetor reveiw/Page_Report/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:41:36,2019-12-04 01:41:37,0.624s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:41:37,2019-12-04 01:41:39,1.866s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:41:39,2019-12-04 01:41:39,0.004s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:41:41,2019-12-04 01:41:41,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/Verification failure,Firefox 69.0,,,2019-12-04 01:41:41,2019-12-04 01:42:46,1m - 5.456s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:41:41,2019-12-04 01:41:41,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:41:41,2019-12-04 01:41:46,5.222s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:41:46,2019-12-04 01:41:53,6.991s,PASSED
"setText(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""testverification1@thework.life"")",Firefox 69.0,,,2019-12-04 01:41:53,2019-12-04 01:41:54,0.656s,PASSED
"setEncryptedText(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""JgOuj8sM3IgE5J2WfVow4w=="")",Firefox 69.0,,,2019-12-04 01:41:54,2019-12-04 01:41:54,0.391s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:41:54,2019-12-04 01:41:58,3.324s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_Verify Facebook User/span""))",Firefox 69.0,,,2019-12-04 01:41:58,2019-12-04 01:41:58,0.694s,PASSED
"setText(findTestObject(""Object Repository/verification fail/Page_Verify Facebook User/input_Verification Link_fb_verificationLink""), ""https://www.linkedin.com/in/naya-suraj-428992197/"")",Firefox 69.0,,,2019-12-04 01:41:58,2019-12-04 01:41:59,0.419s,PASSED
"setText(findTestObject(""Object Repository/verification fail/Page_Verify Facebook User/input_Verification Code_v_Code""), ""12345"")",Firefox 69.0,,,2019-12-04 01:41:59,2019-12-04 01:41:59,0.405s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_Verify Facebook User/button_Submit""))",Firefox 69.0,,,2019-12-04 01:41:59,2019-12-04 01:42:01,1.537s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_Verify Facebook User/a_Logout""))",Firefox 69.0,,,2019-12-04 01:42:01,2019-12-04 01:42:04,3.069s,PASSED
"setText(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""newsuraj10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:42:04,2019-12-04 01:42:04,0.516s,PASSED
"setEncryptedText(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-04 01:42:04,2019-12-04 01:42:05,0.409s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:42:05,2019-12-04 01:42:11,6.070s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_Home/button_No connection requests available_btn dropdown-toggle""))",Firefox 69.0,,,2019-12-04 01:42:11,2019-12-04 01:42:12,0.756s,PASSED
"click(findTestObject(""Object Repository/verification fail/Page_Home/a_View all""))",Firefox 69.0,,,2019-12-04 01:42:12,2019-12-04 01:42:43,30.874s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:42:43,2019-12-04 01:42:44,1.489s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:42:44,2019-12-04 01:42:44,0.006s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:42:46,2019-12-04 01:42:46,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/verify PYMK,Firefox 69.0,,,2019-12-04 01:42:46,2019-12-04 01:43:05,18.734s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:42:46,2019-12-04 01:42:46,0.001s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:42:47,2019-12-04 01:42:52,5.275s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:42:52,2019-12-04 01:42:59,7.202s,PASSED
"setText(findTestObject(""Object Repository/PYMK/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:42:59,2019-12-04 01:43:00,0.601s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PYMK/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:43:00,2019-12-04 01:43:00,0.464s,PASSED
"verifyTextPresent(""PEOPLE YOU MAY KNOW"", true)",Firefox 69.0,,,2019-12-04 01:43:00,2019-12-04 01:43:01,0.723s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:43:01,2019-12-04 01:43:03,1.799s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:43:05,2019-12-04 01:43:05,0.001s,PASSED
,,,,,,,
Test Cases/Post something,Firefox 69.0,,,2019-12-04 01:43:05,2019-12-04 01:43:36,31.324s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:43:05,2019-12-04 01:43:05,0.000s,PASSED
openBrowser(AppUrl),Firefox 69.0,,,2019-12-04 01:43:05,2019-12-04 01:43:18,12.895s,PASSED
navigateToUrl(AppUrl),Firefox 69.0,,,2019-12-04 01:43:18,2019-12-04 01:43:22,3.757s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""surajkumarsrivastava1991"")",Firefox 69.0,,,2019-12-04 01:43:22,2019-12-04 01:43:23,0.567s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""nzEsFCGA/BtMPXLkTTMM4w=="")",Firefox 69.0,,,2019-12-04 01:43:23,2019-12-04 01:43:23,0.432s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:43:23,2019-12-04 01:43:31,7.825s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_Home/textarea_suraj kumar_txtUserPost""), ""Hello my name is uraj"")",Firefox 69.0,,,2019-12-04 01:43:31,2019-12-04 01:43:31,0.534s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_Home/button_post""))",Firefox 69.0,,,2019-12-04 01:43:31,2019-12-04 01:43:32,0.588s,PASSED
"verifyElementVisible(findTestObject(""Post case/Page_Home/p_Hello my name is uraj""), STOP_ON_FAILURE)",Firefox 69.0,,,2019-12-04 01:43:32,2019-12-04 01:43:32,0.409s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:43:32,2019-12-04 01:43:34,1.804s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:43:34,2019-12-04 01:43:34,0.006s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:43:36,2019-12-04 01:43:36,0.001s,PASSED
,,,,,,,
Test Cases/Rate users - third party,Firefox 69.0,,,2019-12-04 01:43:36,2019-12-04 01:44:41,1m - 4.928s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:43:36,2019-12-04 01:43:36,0.000s,PASSED
openBrowser(AppUrl),Firefox 69.0,,,2019-12-04 01:43:37,2019-12-04 01:43:49,11.823s,PASSED
navigateToUrl(AppUrl),Firefox 69.0,,,2019-12-04 01:43:49,2019-12-04 01:43:51,2.344s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:43:51,2019-12-04 01:43:52,0.603s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""x8UobeF0bbxd7GrPsdhkIlsTrhBxwBw1"")",Firefox 69.0,,,2019-12-04 01:43:52,2019-12-04 01:43:52,0.389s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:43:52,2019-12-04 01:43:55,2.981s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Password does not match_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:43:55,2019-12-04 01:43:55,0.495s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:43:55,2019-12-04 01:44:03,7.256s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), ""user1570385143181"")",Firefox 69.0,,,2019-12-04 01:44:03,2019-12-04 01:44:03,0.724s,PASSED
"click(findTestObject(""Rate/Page_Home/Search user button""))",Firefox 69.0,,,2019-12-04 01:44:03,2019-12-04 01:44:10,6.245s,PASSED
"click(findTestObject(""Rate/Page_Home/click on user to rate""))",Firefox 69.0,,,2019-12-04 01:44:10,2019-12-04 01:44:10,0.665s,PASSED
"click(findTestObject(""Rate/Page_Home/Click rate now""))",Firefox 69.0,,,2019-12-04 01:44:10,2019-12-04 01:44:16,5.513s,PASSED
"waitForElementClickable(findTestObject(""Rate/Page_View Profile/span_Desire to work with again_star3""), 5)",Firefox 69.0,,,2019-12-04 01:44:16,2019-12-04 01:44:18,2.597s,PASSED
sleep(5000),Firefox 69.0,,,2019-12-04 01:44:18,2019-12-04 01:44:18,0.002s,NOT_RUN
delay(5),Firefox 69.0,,,2019-12-04 01:44:18,2019-12-04 01:44:23,5.002s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Desire to work with again_star3""))",Firefox 69.0,,,2019-12-04 01:44:23,2019-12-04 01:44:24,0.536s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Encourages work life balance_star3""))",Firefox 69.0,,,2019-12-04 01:44:24,2019-12-04 01:44:24,0.513s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Dependability_star3""))",Firefox 69.0,,,2019-12-04 01:44:24,2019-12-04 01:44:25,0.535s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Solution Seeker_star3""))",Firefox 69.0,,,2019-12-04 01:44:25,2019-12-04 01:44:26,0.518s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Willingness to Learn_star3""))",Firefox 69.0,,,2019-12-04 01:44:26,2019-12-04 01:44:26,0.529s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Enthusiasm_star3""))",Firefox 69.0,,,2019-12-04 01:44:26,2019-12-04 01:44:27,0.527s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Clarity in Communication_star3""))",Firefox 69.0,,,2019-12-04 01:44:27,2019-12-04 01:44:27,0.515s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Mutual Respect_star3""))",Firefox 69.0,,,2019-12-04 01:44:27,2019-12-04 01:44:28,0.545s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/button_Next""))",Firefox 69.0,,,2019-12-04 01:44:28,2019-12-04 01:44:28,0.532s,PASSED
"waitForElementClickable(findTestObject(""Rate/Page_View Profile/textarea_test recomendation test on qa enviornment for vijay test account""), 3)",Firefox 69.0,,,2019-12-04 01:44:28,2019-12-04 01:44:29,0.553s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_View Profile/textarea_test recomendation test on qa enviornment for vijay test account""), ""test recomendation test on qa enviornment for vijay test account tst test test test for recommendation test scenario vijay test"")",Firefox 69.0,,,2019-12-04 01:44:29,2019-12-04 01:44:29,0.596s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/button_Submit""))",Firefox 69.0,,,2019-12-04 01:44:29,2019-12-04 01:44:30,0.713s,PASSED
"waitForElementClickable(findTestObject(""Rate/Page_View Profile/a_OK""), 3)",Firefox 69.0,,,2019-12-04 01:44:30,2019-12-04 01:44:31,1.293s,PASSED
delay(5),Firefox 69.0,,,2019-12-04 01:44:31,2019-12-04 01:44:36,5.006s,PASSED
"click(findTestObject(""Rate/Page_View Profile/a_OK""))",Firefox 69.0,,,2019-12-04 01:44:36,2019-12-04 01:44:37,0.520s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:44:37,2019-12-04 01:44:39,2.125s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:44:39,2019-12-04 01:44:39,0.004s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:44:41,2019-12-04 01:44:41,0.001s,PASSED
,,,,,,,
Test Cases/Rate users,Firefox 69.0,,,2019-12-04 01:44:41,2019-12-04 01:45:47,1m - 5.976s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:44:41,2019-12-04 01:44:41,0.000s,PASSED
openBrowser(AppUrl),Firefox 69.0,,,2019-12-04 01:44:42,2019-12-04 01:44:55,13.285s,PASSED
navigateToUrl(AppUrl),Firefox 69.0,,,2019-12-04 01:44:55,2019-12-04 01:44:57,2.253s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:44:57,2019-12-04 01:44:58,0.524s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""x8UobeF0bbxd7GrPsdhkIlsTrhBxwBw1"")",Firefox 69.0,,,2019-12-04 01:44:58,2019-12-04 01:44:58,0.413s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:44:58,2019-12-04 01:45:01,3.092s,PASSED
